,Genotype,Plasmid_counts,Rep_1_counts,Rep_2_counts,Plasmid_RPM,r1_RPM,r2_RPM,r1_FC,r2_FC,avg_FC,neighbors,n_muts
1045905,1.01111E+17,0,8,4,0,36.32104169,13.47273119,inf,inf,inf,70.727898,11
1492889,1.11211E+17,0,1,0,0,4.540130211,0,inf,,,70.68744488,15
828177,1.00101E+17,0,19,8,0,86.26247401,26.94546238,inf,inf,inf,70.66473058,9
101930,1.10101E+14,0,0,22,0,0,74.10002156,,inf,,70.63476988,10
36717,1.01E+13,0,0,10,0,0,33.68182798,,inf,,70.55827758,9
286826,1.1101E+15,0,0,27,0,0,90.94093555,,inf,,70.54894392,10
843729,1.0011E+17,0,1,0,0,4.540130211,0,inf,,,70.53839575,9
859353,1.00111E+17,0,12,5,0,54.48156253,16.84091399,inf,inf,inf,70.48318711,11
1377219,1.111E+17,0,8,0,0,36.32104169,0,inf,,,70.2662356,8
455414,1.0101E+16,0,17,0,0,77.18221359,0,inf,,,70.18566358,8
454538,1.0101E+16,0,12,1,0,54.48156253,3.368182798,inf,inf,inf,70.02305997,6
406278,1.001E+16,0,11,0,0,49.94143232,0,inf,,,69.788499,6
1232529,1.10111E+17,0,9,1,0,40.8611719,3.368182798,inf,inf,inf,69.63067838,11
451946,1.0101E+16,1,8,0,2.069129621,36.32104169,0,17.55377784,0,8.776888921,69.24077279,6
1089729,1.0121E+17,0,0,8,0,0,26.94546238,,inf,,69.13866226,10
1459708,1.11201E+17,0,0,1,0,0,3.368182798,,inf,,69.04774736,12
1091889,1.0121E+17,0,0,5,0,0,16.84091399,,inf,,68.58994272,12
36861,1.01E+13,0,0,9,0,0,30.31364518,,inf,,68.58348232,9
672247,1.1111E+16,0,0,1,0,0,3.368182798,,inf,,68.54026743,9
930090,1.00211E+17,0,0,11,0,0,37.05001078,,inf,,68.46290513,11
274752,1.1012E+15,13,140,19,26.89868507,635.6182295,63.99547316,23.63008556,2.379130169,13.00460786,35.89619629,4
929226,1.00211E+17,0,0,13,0,0,43.78637637,,inf,,67.76191976,11
1090160,1.0121E+17,0,0,5,0,0,16.84091399,,inf,,67.49250364,10
594487,1.101E+16,0,0,1,0,0,3.368182798,,inf,,67.44214974,7
368394,1.2112E+15,0,1,0,0,4.540130211,0,inf,,,67.30765726,9
1420827,1.11111E+17,0,0,28,0,0,94.30911834,,inf,,67.0383681,12
1090017,1.0121E+17,0,0,3,0,0,10.10454839,,inf,,66.94378409,10
394008,1.00011E+16,1,7,16,2.069129621,31.78091148,53.89092477,15.35955561,26.04521449,20.70238505,26.32288559,4
1420801,1.11111E+17,0,0,9,0,0,30.31364518,,inf,,66.28512801,11
746391,1.12112E+16,0,6,0,0,27.24078127,0,inf,,,66.26947957,14
273108,1.10111E+15,0,0,2,0,0,6.736365596,,inf,,66.26553827,7
1492023,1.11211E+17,0,6,0,0,27.24078127,0,inf,,,66.15543828,14
528807,1.021E+16,0,0,6,0,0,20.20909679,,inf,,65.87880356,7
1463409,1.1121E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,65.29762547,12
423367,1.0011E+16,0,1,0,0,4.540130211,0,inf,,,65.20897254,6
1420753,1.11111E+17,0,0,16,0,0,53.89092477,,inf,,64.90418785,10
461376,1.01012E+16,10,72,10,20.69129621,326.8893752,33.68182798,15.79840006,1.627825905,8.713112982,31.37442288,4
283253,1.11E+15,0,3,0,0,13.62039063,0,inf,,,64.45827986,9
1055594,1.01111E+17,0,15,0,0,68.10195316,0,inf,,,64.22185862,12
489467,1.01111E+16,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,64.13052462,10
298373,1.111E+15,0,5,2,0,22.70065105,6.736365596,inf,inf,inf,64.116156,9
597172,1.10101E+16,0,0,1,0,0,3.368182798,,inf,,63.99547316,7
288555,1.1101E+15,0,0,36,0,0,121.2545807,,inf,,63.89692936,12
930666,1.00211E+17,0,0,4,0,0,13.47273119,,inf,,63.78966929,11
996984,1.011E+17,0,0,11,0,0,37.05001078,,inf,,63.73569267,7
674335,1.11111E+16,0,0,11,0,0,37.05001078,,inf,,63.51816471,11
1034186,1.0111E+17,0,0,61,0,0,205.4591507,,inf,,63.50873416,11
1114578,1.01211E+17,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,62.86978975,8
288005,1.1101E+15,0,4,2,0,18.16052084,6.736365596,inf,inf,inf,62.59142108,9
293738,1.1102E+15,0,0,4,0,0,13.47273119,,inf,,62.26650953,11
529237,1.021E+16,0,0,4,0,0,13.47273119,,inf,,61.94574066,7
1408298,1.1111E+17,1,0,29,2.069129621,0,97.67730114,0,47.20695126,23.60347563,61.72303626,13
1236107,1.10111E+17,0,3,2,0,13.62039063,6.736365596,inf,inf,inf,61.70782802,12
1152774,1.1001E+17,0,0,1,0,0,3.368182798,,inf,,61.65624239,7
320114,1.20011E+15,0,3,0,0,13.62039063,0,inf,,,61.40971774,6
1118322,1.01211E+17,0,1,0,0,4.540130211,0,inf,,,61.39050058,10
484427,1.0111E+16,0,1,0,0,4.540130211,0,inf,,,61.38007277,10
424920,1.0011E+16,2,115,3,4.138259241,522.1149743,10.10454839,126.1677782,2.441738858,64.30475855,4.070428543,9
487883,1.01111E+16,0,5,3,0,22.70065105,10.10454839,inf,inf,inf,60.93827624,10
494795,1.01112E+16,0,3,0,0,13.62039063,0,inf,,,60.93827624,11
273036,1.10111E+15,0,0,20,0,0,67.36365596,,inf,,60.6647793,6
804810,1.00011E+17,0,0,1,0,0,3.368182798,,inf,,60.62729036,10
3262,1111101120,0,18,5,0,81.7223438,16.84091399,inf,inf,inf,60.51229747,8
489605,1.01111E+16,0,3,4,0,13.62039063,13.47273119,inf,inf,inf,60.38243842,10
1097258,1.0121E+17,0,0,28,0,0,94.30911834,,inf,,60.31717575,12
131017,2.001E+14,0,4,1,0,18.16052084,3.368182798,inf,inf,inf,60.14872796,7
33032,1.0001E+13,0,12,6,0,54.48156253,20.20909679,inf,inf,inf,59.99578859,6
131233,2.001E+14,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,59.98185851,7
474059,1.01101E+16,0,1,0,0,4.540130211,0,inf,,,59.94064189,10
130513,2.001E+14,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,59.79093346,5
288566,1.1101E+15,1,0,31,2.069129621,0,104.4136667,0,50.46260307,25.23130153,59.75015177,12
88416,1.012E+14,1,52,5,2.069129621,236.086771,16.84091399,114.099556,8.139129527,61.11934275,79.27962335,4
33174,1.0001E+13,0,10,3,0,45.40130211,10.10454839,inf,inf,inf,59.48812491,5
1460780,1.11201E+17,0,0,223,0,0,751.104764,,inf,,59.32369873,13
877441,1.002E+17,0,5,0,0,22.70065105,0,inf,,,59.24221392,7
273025,1.10111E+15,0,0,15,0,0,50.52274197,,inf,,59.12878175,6
130947,2.001E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,59.05128888,7
184170,2.11201E+14,0,0,2,0,0,6.736365596,,inf,,58.96407345,10
489210,1.01111E+16,0,0,1,0,0,3.368182798,,inf,,58.94319897,10
515212,1.0201E+16,0,0,1,0,0,3.368182798,,inf,,58.94319897,8
806539,1.00011E+17,0,0,1,0,0,3.368182798,,inf,,58.94319897,12
1055596,1.01111E+17,0,2,0,0,9.080260422,0,inf,,,58.43571904,12
1275589,1.1021E+17,0,0,5,0,0,16.84091399,,inf,,58.340433,8
1369368,1.111E+17,2,0,17,4.138259241,0,57.25910757,0,13.8365202,6.918260098,57.98296789,7
36381,1.01E+13,0,0,3,0,0,10.10454839,,inf,,57.9176282,7
130957,2.001E+14,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,57.76292475,7
485623,1.0111E+16,0,6,4,0,27.24078127,13.47273119,inf,inf,inf,57.41729439,8
139455,2.0021E+14,0,7,0,0,31.78091148,0,inf,,,57.32337426,9
380335,1.00001E+16,1,0,8,2.069129621,0,26.94546238,0,13.02260724,6.511303621,57.02941204,7
957012,1.01001E+17,0,9,0,0,40.8611719,0,inf,,,56.99175243,10
39885,1.011E+13,0,0,12,0,0,40.41819358,,inf,,56.86962687,9
1336364,1.11001E+17,0,0,13,0,0,43.78637637,,inf,,56.77981552,12
806538,1.00011E+17,0,0,23,0,0,77.46820435,,inf,,56.46002065,11
675193,1.11111E+16,1,0,13,2.069129621,0,43.78637637,0,21.16173677,10.58086838,56.12666745,11
868746,1.00111E+17,0,0,13,0,0,43.78637637,,inf,,56.0969337,12
504727,1.02001E+16,0,0,1,0,0,3.368182798,,inf,,56.04614631,7
1275305,1.1021E+17,0,0,1,0,0,3.368182798,,inf,,56.04614631,8
385495,1.00002E+16,0,0,1,0,0,3.368182798,,inf,,55.83243236,6
380315,1.00001E+16,0,0,2,0,0,6.736365596,,inf,,55.71839107,7
957001,1.01001E+17,0,1,0,0,4.540130211,0,inf,,,55.66636284,10
273102,1.10111E+15,0,0,2,0,0,6.736365596,,inf,,55.57501617,7
674041,1.11111E+16,0,0,6,0,0,20.20909679,,inf,,55.55100932,9
1058328,1.012E+17,1,0,21,2.069129621,0,70.73183876,0,34.18434401,17.09217201,55.33164769,6
1034906,1.0111E+17,0,0,11,0,0,37.05001078,,inf,,55.21395994,12
328096,1.201E+15,0,0,1,0,0,3.368182798,,inf,,55.1661841,9
646274,1.11011E+16,0,7,3,0,31.78091148,10.10454839,inf,inf,inf,55.13835456,7
380455,1.00001E+16,0,0,7,0,0,23.57727959,,inf,,55.06288059,6
249636,1.1E+15,0,0,36,0,0,121.2545807,,inf,,55.00873423,6
33906,1.00011E+13,0,0,1,0,0,3.368182798,,inf,,54.84604708,7
88572,1.012E+14,0,3,0,0,13.62039063,0,inf,,,54.77704096,5
846884,1.0011E+17,0,0,21,0,0,70.73183876,,inf,,54.4431976,9
101227,1.10101E+14,0,0,5,0,0,16.84091399,,inf,,54.32323463,10
1220996,1.1011E+17,0,0,3,0,0,10.10454839,,inf,,54.20953581,11
1450412,1.11201E+17,0,0,5,0,0,16.84091399,,inf,,54.20953581,12
288283,1.1101E+15,0,0,4,0,0,13.47273119,,inf,,53.96544014,12
785541,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,53.89092477,10
859437,1.00111E+17,0,1,0,0,4.540130211,0,inf,,,53.74792938,12
846020,1.0011E+17,1,0,9,2.069129621,0,30.31364518,0,14.65043315,7.325216574,53.50855043,9
1460852,1.11201E+17,0,0,11,0,0,37.05001078,,inf,,53.27488864,14
474907,1.01101E+16,0,0,2,0,0,6.736365596,,inf,,53.22579555,12
1148804,1.10001E+17,0,4,0,0,18.16052084,0,inf,,,53.18619173,12
94173,1.1E+14,0,108,37,0,490.3340628,124.6227635,inf,inf,inf,19.95124591,10
273026,1.10111E+15,0,0,10,0,0,33.68182798,,inf,,52.91253843,6
930956,1.00211E+17,0,0,11,0,0,37.05001078,,inf,,52.64760768,13
33034,1.0001E+13,0,2,0,0,9.080260422,0,inf,,,52.59800091,6
376366,1E+16,0,15,1,0,68.10195316,3.368182798,inf,inf,inf,52.49169463,8
1148946,1.10001E+17,0,3,0,0,13.62039063,0,inf,,,52.30259867,12
899850,1.00201E+17,0,0,14,0,0,47.15455917,,inf,,52.28452073,11
179466,2.11101E+14,0,0,1,0,0,3.368182798,,inf,,52.20683337,11
848155,1.0011E+17,1,0,7,2.069129621,0,23.57727959,0,11.39478134,5.697390669,52.12835647,12
1420837,1.11111E+17,1,0,17,2.069129621,0,57.25910757,0,27.67304039,13.8365202,52.00111753,12
273072,1.10111E+15,0,0,6,0,0,20.20909679,,inf,,51.97906989,6
1073343,1.01201E+17,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,51.94610618,10
1074231,1.01201E+17,0,2,0,0,9.080260422,0,inf,,,51.94610618,11
674329,1.11111E+16,0,0,560,0,0,1886.182367,,inf,,51.79277865,10
134224,2.0011E+14,0,0,3,0,0,10.10454839,,inf,,51.63925609,7
134270,2.0011E+14,0,0,4,0,0,13.47273119,,inf,,51.63925609,8
854317,1.0011E+17,0,0,86,0,0,289.6637206,,inf,,51.57963692,11
921487,1.00211E+17,0,1,0,0,4.540130211,0,inf,,,51.47786428,9
1147074,1.10001E+17,0,5,0,0,22.70065105,0,inf,,,51.41900561,10
1034618,1.0111E+17,1,0,19,2.069129621,0,63.99547316,0,30.9286922,15.4643461,51.33521974,11
1133250,1.1E+17,0,4,0,0,18.16052084,0,inf,,,50.97720908,10
1149090,1.10001E+17,0,1,0,0,4.540130211,0,inf,,,50.97720908,12
178091,2.11101E+14,0,3,0,0,13.62039063,0,inf,,,50.59197934,10
183570,2.11201E+14,0,0,1,0,0,3.368182798,,inf,,50.52274197,10
785534,1.0001E+17,0,0,2,0,0,6.736365596,,inf,,50.52274197,8
930810,1.00211E+17,0,0,2,0,0,6.736365596,,inf,,50.46908598,12
36427,1.01E+13,0,0,20,0,0,67.36365596,,inf,,50.46648703,7
165326,2.1011E+14,0,0,8,0,0,26.94546238,,inf,,50.23728534,8
925770,1.00211E+17,0,0,2,0,0,6.736365596,,inf,,50.10599903,12
72626,1.002E+14,1,52,1,2.069129621,236.086771,3.368182798,114.099556,1.627825905,57.86369094,8.821097668,4
1284645,1.1021E+17,0,6,0,0,27.24078127,0,inf,,,49.92300794,12
1242897,1.10111E+17,0,0,1,0,0,3.368182798,,inf,,49.8676026,12
51981,1.11E+13,0,0,24,0,0,80.83638715,,inf,,49.81390314,9
88992,1.012E+14,1,47,6,2.069129621,213.3861199,20.20909679,103.1284448,9.766955432,56.44770013,106.2172765,4
36423,1.01E+13,0,0,21,0,0,70.73183876,,inf,,49.41669127,7
384151,1.00002E+16,1,0,3,2.069129621,0,10.10454839,0,4.883477716,2.441738858,49.38475876,7
854173,1.0011E+17,0,0,4,0,0,13.47273119,,inf,,49.38475876,10
1227565,1.1011E+17,0,0,3,0,0,10.10454839,,inf,,49.38475876,12
36417,1.01E+13,1,0,23,2.069129621,0,77.46820435,0,37.43999582,18.71999791,49.37884722,7
277994,1.1012E+15,0,15,1,0,68.10195316,3.368182798,inf,inf,inf,49.36890603,10
1034768,1.0111E+17,0,0,1,0,0,3.368182798,,inf,,48.83865057,12
304106,1.1111E+15,0,0,55,0,0,185.2500539,,inf,,48.61011973,12
751810,1E+17,1,39,7,2.069129621,177.0650782,23.57727959,85.57466698,11.39478134,48.48472416,4.669157532,6
178229,2.11101E+14,0,4,0,0,18.16052084,0,inf,,,48.38299669,10
36429,1.01E+13,0,0,443,0,0,1492.10498,,inf,,48.09294351,8
249625,1.1E+15,0,0,25,0,0,84.20456995,,inf,,47.9767149,6
1492911,1.11211E+17,0,4,0,0,18.16052084,0,inf,,,47.24453923,15
184452,2.11201E+14,0,0,4,0,0,13.47273119,,inf,,47.20130344,10
904026,1.0021E+17,0,0,1,0,0,3.368182798,,inf,,47.15455917,9
676057,1.11111E+16,0,0,29,0,0,97.67730114,,inf,,46.97161879,11
184410,2.11201E+14,0,0,1,0,0,3.368182798,,inf,,46.65667301,10
1492875,1.11211E+17,0,5,0,0,22.70065105,0,inf,,,46.61461204,14
533989,1.02101E+16,0,0,5,0,0,16.84091399,,inf,,46.57999846,7
809496,1.001E+17,1,0,17,2.069129621,0,57.25910757,0,27.67304039,13.8365202,46.45515974,5
858993,1.00111E+17,0,0,1,0,0,3.368182798,,inf,,46.42559008,10
89862,1.01201E+14,0,5,0,0,22.70065105,0,inf,,,46.36626768,5
43398,1.0201E+13,0,12,7,0,54.48156253,23.57727959,inf,inf,inf,46.33525564,6
1487703,1.11211E+17,0,2,0,0,9.080260422,0,inf,,,46.29964844,15
184446,2.11201E+14,0,0,10,0,0,33.68182798,,inf,,46.29358606,10
251717,1.1E+15,0,8,3,0,36.32104169,10.10454839,inf,inf,inf,46.26827048,7
282893,1.11E+15,0,4,3,0,18.16052084,10.10454839,inf,inf,inf,46.11591049,9
184314,2.11201E+14,0,0,2,0,0,6.736365596,,inf,,45.74895564,11
184386,2.11201E+14,0,0,6,0,0,20.20909679,,inf,,45.74895564,10
1234836,1.10111E+17,0,0,6,0,0,20.20909679,,inf,,45.57358786,10
631154,1.11001E+16,0,3,0,0,13.62039063,0,inf,,,45.50504264,7
834624,1.00101E+17,11,112,14,22.76042583,508.4945836,47.15455917,22.3411718,2.071778425,12.20647511,30.94329381,4
1219716,1.1011E+17,0,0,11,0,0,37.05001078,,inf,,45.31610996,10
94101,1.1E+14,0,6,0,0,27.24078127,0,inf,,,45.1710197,9
345029,1.21E+15,0,3,2,0,13.62039063,6.736365596,inf,inf,inf,45.0897179,8
157446,2.10001E+14,0,1,1,0,4.540130211,3.368182798,inf,inf,inf,45.07537808,6
1377230,1.111E+17,1,7,0,2.069129621,31.78091148,0,15.35955561,0,7.679777806,45.06324611,8
2686,1100101120,1,8,0,2.069129621,36.32104169,0,17.55377784,0,8.776888921,44.98047572,6
130945,2.001E+14,0,64,19,0,290.5683335,63.99547316,inf,inf,inf,25.56672427,6
94125,1.1E+14,0,1,0,0,4.540130211,0,inf,,,44.85605611,9
1024514,1.01101E+17,0,18,3,0,81.7223438,10.10454839,inf,inf,inf,44.83105754,12
402300,1.00012E+16,0,1,0,0,4.540130211,0,inf,,,44.79205766,9
1119758,1.1E+17,7,7,24,14.48390734,31.78091148,80.83638715,2.19422223,5.58111739,3.88766981,4.373385131,4
33894,1.00011E+13,0,5,4,0,22.70065105,13.47273119,inf,inf,inf,44.5246908,6
1343668,1.1101E+17,0,0,4,0,0,13.47273119,,inf,,44.37235008,8
88560,1.012E+14,0,92,10,0,417.6919794,33.68182798,inf,inf,inf,84.87827926,4
94161,1.1E+14,0,4,3,0,18.16052084,10.10454839,inf,inf,inf,44.14482711,9
223053,1.0101E+15,0,0,17,0,0,57.25910757,,inf,,44.03784677,9
282533,1.11E+15,0,0,1,0,0,3.368182798,,inf,,43.99246712,7
282827,1.11E+15,0,3,0,0,13.62039063,0,inf,,,43.99246712,9
987902,1.01011E+17,0,0,7,0,0,23.57727959,,inf,,43.91920237,11
89016,1.012E+14,0,5,0,0,22.70065105,0,inf,,,43.88183172,5
433290,1.00112E+16,0,0,1,0,0,3.368182798,,inf,,43.78637637,11
801092,1.00011E+17,0,0,1,0,0,3.368182798,,inf,,43.78637637,10
165375,2.1011E+14,0,2,0,0,9.080260422,0,inf,,,43.74008212,10
95037,1.1E+14,0,3,2,0,13.62039063,6.736365596,inf,inf,inf,43.67750353,11
343663,1.21E+15,0,0,3,0,0,10.10454839,,inf,,43.59144713,9
863300,1.00111E+17,0,0,5,0,0,16.84091399,,inf,,43.38889047,11
439850,1.01E+16,0,2,2,0,9.080260422,6.736365596,inf,inf,inf,43.38535576,6
656069,1.111E+16,0,3,0,0,13.62039063,0,inf,,,43.36253994,9
249628,1.1E+15,0,0,7,0,0,23.57727959,,inf,,43.32258394,6
1116714,1.01211E+17,0,0,1,0,0,3.368182798,,inf,,43.27423239,12
359217,1.211E+15,0,0,7,0,0,23.57727959,,inf,,43.26369189,11
107487,1.1021E+14,1,1,0,2.069129621,4.540130211,0,2.19422223,0,1.097111115,43.131237,9
1349230,1.1101E+17,0,1,0,0,4.540130211,0,inf,,,43.131237,11
990387,1.01011E+17,0,2,0,0,9.080260422,0,inf,,,43.02487153,10
864753,1.00111E+17,0,1,0,0,4.540130211,0,inf,,,42.98357756,12
467421,1.011E+16,0,1,3,0,4.540130211,10.10454839,inf,inf,inf,42.97651815,11
801280,1.00011E+17,0,0,2,0,0,6.736365596,,inf,,42.93593665,10
320136,1.20011E+15,0,5,0,0,22.70065105,0,inf,,,42.8350489,6
88561,1.012E+14,0,0,1,0,0,3.368182798,,inf,,42.7851084,5
1377506,1.111E+17,0,4,0,0,18.16052084,0,inf,,,42.74022217,8
1235270,1.10111E+17,1,0,16,2.069129621,0,53.89092477,0,26.04521449,13.02260724,42.70147162,12
342801,1.21E+15,0,0,5,0,0,16.84091399,,inf,,42.60818141,9
925694,1.00211E+17,0,0,1,0,0,3.368182798,,inf,,42.60818141,11
1090185,1.0121E+17,0,0,5,0,0,16.84091399,,inf,,42.60818141,12
135438,2.002E+14,0,1,0,0,4.540130211,0,inf,,,42.5452633,6
112785,1.1101E+14,0,17,5,0,77.18221359,16.84091399,inf,inf,inf,42.33574025,9
847742,1.0011E+17,0,0,12,0,0,40.41819358,,inf,,42.29962962,9
1090163,1.0121E+17,0,0,1,0,0,3.368182798,,inf,,42.28042617,11
990555,1.01011E+17,0,3,0,0,13.62039063,0,inf,,,42.25531976,10
999576,1.011E+17,0,0,10,0,0,33.68182798,,inf,,42.24328643,7
2254,1010101120,0,28,1,0,127.1236459,3.368182798,inf,inf,inf,42.23504148,6
785542,1.0001E+17,1,0,1,2.069129621,0,3.368182798,0,1.627825905,0.813912953,42.10228498,9
1235148,1.10111E+17,0,0,2,0,0,6.736365596,,inf,,42.10228498,10
1121484,1.1E+17,2,7,26,4.138259241,31.78091148,87.57275275,7.679777806,21.16173677,14.42075729,8.573633545,4
345393,1.21E+15,0,0,4,0,0,13.47273119,,inf,,41.95267092,11
1455596,1.11201E+17,0,0,7,0,0,23.57727959,,inf,,41.93654267,13
1236996,1.10111E+17,0,0,24,0,0,80.83638715,,inf,,41.76980315,12
343521,1.21E+15,0,0,1,0,0,3.368182798,,inf,,41.62491568,9
1089297,1.0121E+17,0,0,4,0,0,13.47273119,,inf,,41.62491568,10
33102,1.0001E+13,0,12,3,0,54.48156253,10.10454839,inf,inf,inf,41.61715805,6
1445228,1.112E+17,0,0,6,0,0,20.20909679,,inf,,41.39191225,12
1240452,1.10111E+17,0,0,3,0,0,10.10454839,,inf,,41.30396892,11
1235274,1.10111E+17,0,0,16,0,0,53.89092477,,inf,,41.22632988,12
455404,1.0101E+16,0,3,0,0,13.62039063,0,inf,,,41.21877938,7
472225,1.01101E+16,0,1,0,0,4.540130211,0,inf,,,41.08707733,7
89857,1.01201E+14,0,7,0,0,31.78091148,0,inf,,,41.05471449,5
666420,1.11102E+16,0,31,0,0,140.7440365,0,inf,,,41.03824669,11
1090209,1.0121E+17,0,0,1,0,0,3.368182798,,inf,,40.9694052,12
423417,1.0011E+16,0,5,3,0,22.70065105,10.10454839,inf,inf,inf,40.95919783,8
1001304,1.011E+17,3,0,13,6.207388862,0,43.78637637,0,7.053912257,3.526956128,40.75010608,7
933912,1.01E+17,1,1,38,2.069129621,4.540130211,127.9909463,2.19422223,61.8573844,32.02580332,31.78444752,5
134294,2.0011E+14,0,0,8,0,0,26.94546238,,inf,,40.72890576,8
88993,1.012E+14,0,1,0,0,4.540130211,0,inf,,,40.65334026,5
1090155,1.0121E+17,0,0,6,0,0,20.20909679,,inf,,40.64164996,10
1090159,1.0121E+17,0,0,10,0,0,33.68182798,,inf,,40.64164996,10
1093617,1.0121E+17,0,0,4,0,0,13.47273119,,inf,,40.64164996,12
1100529,1.0121E+17,0,0,4,0,0,13.47273119,,inf,,40.64164996,12
1483033,1.11211E+17,1,0,15,2.069129621,0,50.52274197,0,24.41738858,12.20869429,40.47133649,11
7063,1.01001E+11,0,0,6,0,0,20.20909679,,inf,,40.42349006,5
1275325,1.1021E+17,1,0,7,2.069129621,0,23.57727959,0,11.39478134,5.697390669,40.42349006,7
37291,1.01001E+13,0,0,1,0,0,3.368182798,,inf,,40.41819358,8
785972,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,40.41819358,10
88146,1.012E+14,0,8,0,0,36.32104169,0,inf,,,40.3595184,5
333278,1.2011E+15,0,0,1,0,0,3.368182798,,inf,,40.35502036,10
1121496,1.1E+17,4,8,9,8.276518483,36.32104169,30.31364518,4.388444461,3.662608287,4.025526374,3.945359891,4
1114938,1.01211E+17,0,2,0,0,9.080260422,0,inf,,,40.20348427,10
613849,1.10111E+16,0,0,1,0,0,3.368182798,,inf,,40.05652655,10
288122,1.1101E+15,0,0,17,0,0,57.25910757,,inf,,40.04559796,10
1275733,1.1021E+17,0,0,1,0,0,3.368182798,,inf,,39.95616648,8
437267,1.01E+16,0,9,4,0,40.8611719,13.47273119,inf,inf,inf,39.73533679,7
1278757,1.1021E+17,1,0,7,2.069129621,0,23.57727959,0,11.39478134,5.697390669,39.48884289,8
328070,1.201E+15,0,2,3,0,9.080260422,10.10454839,inf,inf,inf,39.48118776,9
1023626,1.01101E+17,0,19,0,0,86.26247401,0,inf,,,39.48108247,10
445907,1.01002E+16,0,3,0,0,13.62039063,0,inf,,,39.42037319,7
133934,2.0011E+14,0,0,2,0,0,6.736365596,,inf,,39.39493402,6
1011159,1.01101E+17,0,4,2,0,18.16052084,6.736365596,inf,inf,inf,39.38004585,10
359198,1.211E+15,0,2,2,0,9.080260422,6.736365596,inf,inf,inf,39.32882777,10
134223,2.0011E+14,0,0,3,0,0,10.10454839,,inf,,39.21339055,8
1024058,1.01101E+17,0,10,0,0,45.40130211,0,inf,,,39.19413689,10
1135308,1.10001E+17,2,8,22,4.138259241,36.32104169,74.10002156,8.776888921,17.90608496,13.34148694,9.234700196,4
46143,1.02101E+13,0,11,0,0,49.94143232,0,inf,,,39.01607837,9
371082,1.2112E+15,0,0,13,0,0,43.78637637,,inf,,38.94162028,12
253080,1.10001E+15,1,0,15,2.069129621,0,50.52274197,0,24.41738858,12.20869429,38.91202055,6
466597,1.011E+16,0,0,15,0,0,50.52274197,,inf,,38.8503036,6
88136,1.012E+14,0,6,0,0,27.24078127,0,inf,,,38.84968224,5
18670,1.00111E+12,1,26,3,2.069129621,118.0433855,10.10454839,57.04977799,4.883477716,30.96662785,42.09330876,8
785684,1.0001E+17,0,0,1,0,0,3.368182798,,inf,,38.73410218,9
909954,1.0021E+17,0,0,1,0,0,3.368182798,,inf,,38.73410218,9
273028,1.10111E+15,0,0,5,0,0,16.84091399,,inf,,38.73180365,6
3106,1110100120,0,16,0,0,72.64208337,0,inf,,,38.71045595,6
88212,1.012E+14,0,14,2,0,63.56182295,6.736365596,inf,inf,inf,38.66968775,5
150386,2.012E+14,0,4,0,0,18.16052084,0,inf,,,38.62127485,5
916191,1.0021E+17,0,2,0,0,9.080260422,0,inf,,,38.59110679,10
859317,1.00111E+17,0,0,1,0,0,3.368182798,,inf,,38.51727707,11
328095,1.201E+15,0,2,1,0,9.080260422,3.368182798,inf,inf,inf,38.1502752,10
455330,1.0101E+16,0,3,0,0,13.62039063,0,inf,,,38.12911614,6
170631,2.1021E+14,0,13,0,0,59.02169274,0,inf,,,38.01566611,11
5314,1E+11,2,53,4,4.138259241,240.6269012,13.47273119,58.1468891,3.255651811,30.70127046,2.121757858,5
184890,2.11201E+14,0,0,5,0,0,16.84091399,,inf,,37.70249275,12
1230084,1.10111E+17,0,0,6,0,0,20.20909679,,inf,,37.59000035,10
1420829,1.11111E+17,1,0,5,2.069129621,0,16.84091399,0,8.139129527,4.069564763,37.5653386,12
1104498,1.01211E+17,0,1,0,0,4.540130211,0,inf,,,37.55270509,8
1488114,1.11211E+17,0,1,0,0,4.540130211,0,inf,,,37.55270509,10
1420824,1.11111E+17,0,0,15,0,0,50.52274197,,inf,,37.4944606,10
1222485,1.1011E+17,0,4,0,0,18.16052084,0,inf,,,37.48066779,13
859401,1.00111E+17,0,0,1,0,0,3.368182798,,inf,,37.34532966,10
996120,1.011E+17,0,0,569,0,0,1916.496012,,inf,,37.28567829,6
643225,1.11011E+16,0,0,28,0,0,94.30911834,,inf,,37.24492357,9
88273,1.012E+14,0,8,0,0,36.32104169,0,inf,,,37.24290579,5
282845,1.11E+15,0,3,3,0,13.62039063,10.10454839,inf,inf,inf,37.16371759,9
288410,1.1101E+15,2,0,4,4.138259241,0,13.47273119,0,3.255651811,1.627825905,37.11953733,11
369234,1.2112E+15,0,3,0,0,13.62039063,0,inf,,,37.11090856,9
115099,1.111E+14,0,0,1,0,0,3.368182798,,inf,,37.05001078,10
183598,2.11201E+14,0,0,1,0,0,3.368182798,,inf,,37.05001078,11
